"JAK2","STAT1","IRF1","GBP1"
3.64846544302731,5.11769504266975,7,2.11236652307256
4.93687346182423,6.11540785541406,7.6906964439777,3.15946772926677
3.04316949486411,5.44790974874208,6.86542397831313,3.1105302896225
5.28318097894557,8.58308276750293,8.61065577440193,7.8801957289431
2.81598522720104,6.15845821621677,5.60999129521268,4.72082566608984
1.1479578813871,4.46139758992616,5.62731500136505,2.73552217729654
1.71808758396052,5.48574882137778,7.15380533607904,3.42653313811667
2.23909248294191,5.76500424625004,7.21723071622067,4.43095427138573
1.13815914522947,1.98258294692259,2.62246186738273,0.835277343305121
2.74609774369,5.48252564076792,6.81249822533356,3.57531233068744
5.0071955014042,5.20789285164133,7.24792751344359,2.70708299177171
2.66766509005141,5.95210055416844,6.38991092507167,4.89336221076387
3.8569856897822,6.04679660957376,6.8592241619782,4.15461561132689
1.36289064266586,4.00539998774259,5.56651075585788,2.38653507018475
4.26603689399532,5.43529521564717,6.51916444980607,4.00629802390037
4.83086375675176,5.42425028608405,8.2336196767597,3.45496547363471
0.693676516567757,3.61588707391606,5.30597052098439,1.54646235816709
0.843903468826663,2.62363279110652,4.95977015521147,1.70619898742978
3.07929276727285,3.77610398807316,5.10307794659757,1.23266075679027
3.45404425442109,5.65535182861255,5.95861071205585,3.78868571061353
1.33799646351502,3.73660487531425,5.06910063192283,1.83025532416768
2.78073003647638,5.03165985430805,5.79467578798686,3.18602507451768
4.26528685756517,5.36036427654347,7.62497817956904,2.45969390298324
4.95233356636969,5.32768736417605,7.29645740737124,3.54349588342577
2.55139296802745,5.4708621994137,6.65635335245763,3.43842593538911
3.84096670448742,6.85549144310187,7.66177809777199,5.43929068104202
2.57507024745155,4.06436554026363,5.87405920314115,1.9271379389685
4.74738739965272,6.38474058729238,7.4757334309664,4.64443315240625
1.30626223972785,5.02856915219677,6.55995061271308,3.46597446450407
0.967168607532628,4.18824265626441,5.22804904788446,1.9701173976055
2.45180455572049,4.67694435910691,7.17292748960384,1.77188557851537
4.39437694495706,6.14180061165247,7.6646250548693,4.85299758761332
3.29513524900082,4.54101915313356,6.99322146736894,2.00288250853312
0.727267010734912,3.51601514700366,5.41210404467757,1.72377696962344
4.58195375084882,5.53231695933277,6.56879217804153,2.71215553172805
1.32135090142462,3.24290732212299,4.46401472450489,1.91149984886111
4.78607355157855,6.12329372251013,6.83289001416474,3.63110428236588
3.05484847699562,6.64659470958165,6.64688267266462,4.9174317553901
4.12184429787638,5.26603689399532,6.8923910259134,2.70686204146254
3.47508488294878,5.8877689486479,7.38456792317383,4.05571626351254
3.53605290024021,6.12887075946512,5.45713459431804,4.38059093426592
5.34198574722862,5.62993940943954,6.94485844580754,3.47248777146274
1.63040547148232,5.24982454861618,6.20652601587743,4.04526821513853
3.41886457739032,4.58135124716878,6.51301692817484,1.98404242609702
1.28392177230762,3.66106547980695,3.58856473740135,2.47664090866952
4.28688114778816,7.36018867006271,7.63226821549951,6.18070484019556
4.55949181320504,7.24982454861618,6.94602898951548,5.99954908734095
5.37086174008529,5.39437694495706,7.11997860965488,1.81147103052984
2.19849415363908,4.96162332828694,6.14608493861619,3.14584046237516
2.47741829263492,4.2364926183813,5.44691786486603,2.32969768903328
2.59907970556486,4.4988890869768,5.06004738366994,2.35924002552933
5.39128655811118,5.60496086950378,6.53044535469291,3.35431110019902
2.04334450487717,5.33699741660501,5.90953311494689,3.8499992594661
4.50271248596606,5.34269695998193,7.27984269352035,2.23786960086751
3.2867333231002,4.29057185085208,6.30341546268562,2.27381424458704
3.30144132122745,5.42961596420174,5.94532677726463,3.35924002552933
2.85579041627482,5.92195991732617,7.19967234483636,4.22032995487956
3.50462039240355,6.71699089440494,6.25417828621676,5.09127669436522
2.08474462086847,4.39506279951758,5.61264737765832,2.877744249949
2.06935846322382,5.15906400881055,6.01077983875324,3.84096670448742
3.00863030514344,5.02680005934372,6.12556845177803,3.3007094716501
4.68369645430652,7.68229237143083,9.41235813720898,8.52552080909507
1.08270258933025,5.21023299009585,7.09275714091985,4.11935617703968
5.3037807481771,5.37190729759515,7.08958289312471,2.88440255298369
3.03755793542403,4.14241343787374,6.05071934775126,1.78324709737812
3.24762375619625,4.834407841807,7.17092652528738,2.87401000554047
2.39341620047154,3.69821847822441,4.81198471935167,2.04404433270602
5.674686619928,6.49713330367111,7.6724253419715,5.24982454861618
2.01292617444427,2.70088355602827,4.49249415167943,1.25701061820602
2.72027846523333,6.14425035619052,7.5022351148568,4.27202318906105
3.95884267524324,5.58706489836317,7.78135971352466,2.85758295538415
2.90303827011291,4.79025073883523,6.13422093976063,3.37795663381011
1.87892147974985,5.0746766862945,5.99661471481536,3.31397137105902
2.23143240844797,4.44824022521607,4.62234472272424,2.76277401312463
1.96938076494161,3.70154905694307,6.52904005609508,2.50766780429014
0.88494951674501,3.24914190328035,6.00629802390037,0.805952765717343
4.72082566608984,5.27537959625362,6.50191677967437,2.74996325816927
1.34255474547732,3.82374936030827,4.88947354253111,2.01863417413905
2.70951121443197,5.02547181462118,5.99684064779537,3.00611846138338
1.86195536414487,5.48381577726426,6.82654848729092,3.94110631094643
4.94626298433245,4.66049513188851,6.96231765494231,4.12928301694497
3.5668151540109,6.09508049190141,7.34251918966061,3.65764000520782
2.78492270156286,3.92694824794977,5.14893410452634,1.78575977442701
5.28762004411207,5.15380533607904,6.51238492946103,1.97782941695196
3.8923910259134,4.55826763405574,5.53044535469291,1.57094860517333
2.5786972376487,5.04832338653781,7.31650781910311,3.05484847699562
4.99819550315325,5.75915583380027,7.02790599656988,3.2967510558642
4.77610398807316,5.83920378809694,7.23935985027747,2.40898352943074
3.92694824794977,4.16591193893569,5.39059890555246,2.37128005402265
4.98823022306046,5.53977919169849,6.84172158112846,2.2862897581341
2.77462894737121,5.83263688756687,6.46025109894385,4.77663042305105
3.29557610310383,5.09634619899318,6.59066189596526,3.3621893179518
1.37684601401632,4.76977173924945,6.29810840321142,2.44599149091444
4.38266725274504,6.32445060465607,6.57485839129278,5.09676785471469
2.17056605679207,4.11353381959191,4.95512678126137,1.72595923450919
1.69465736554709,4.19613488076516,5.77505054148317,2.65260121759652
3.02165738827403,3.66562016406638,5.18665901720211,2.01292617444427
2.4154882710497,3.02591469875079,5.56590176680667,1.95791459863299
5.20906339534927,5.96855160336395,7.32192809488736,3.10349763970334
4.6409679104499,6.29075613839667,7.46597446450407,3.9126498648972
3.04614178164472,4.60169651648096,5.53013318439181,1.56949109195872
2.82171021503467,7.10956950937069,7.05202456048283,6.36579750245938
1.65122394298988,4.44559429134118,5.52262076104208,2.47638168756724
1.7415748474188,4.76606505147495,6.52026508364357,3.10618078829194
2.70796645477598,5.08618931310448,6.78135971352466,3.35078010073486
3.94860084749336,4.94626298433245,6.75221336786514,3.61706334388818
4.86542397831313,5.54225804976692,7.29645740737124,2.36289064266586
3.17248751551013,4.4535175792155,6.52544250601812,1.62339868237726
1.89607805539706,4.10768786931437,4.85299758761332,2.45522857111714
2.6913108202263,3.85897561429202,5.71753934339116,1.41196851036013
3.57893871309339,4.34908214639109,4.47897180503294,1.75146372116556
2.21847121074326,3.22650852980868,4.90303827011291,1.20163386116965
2.24458266097051,4.72519581722666,5.96878197383005,2.74717253703546
3.73552217729654,7.02790599656988,7.06608919045777,5.37608196665007
1.56022582239965,3.60999129521268,4.69320814891002,2.03210084316702
2.92238816500384,5.66049513188851,7.80671071796524,4.41683974191283
2.87046336202581,5.16551001804135,5.99095486039699,3.46597446450407
3.86888427302877,4.86195536414487,5.95396359887078,3.09879008848706
2.88107724262462,3.7158933705476,7.1053847492476,3.13701161204173
3.29880492346474,6.14995030168105,6.20672135743089,4.39163026151743
4.3819754785573,6.42961596420174,6.24450655139592,4.89820835250872
3.58135124716878,4.8171115727957,7.43462822763672,2.00683657739666
1.66220549965362,3.74308405554959,5.83010317592004,2.09017594979021
5.40837220357268,5.58466190794147,7.54766574835342,2.36148765214307
1.94897455427977,3.14486214291573,4.5453506448223,1.68077442549246
4.73930807086039,5.86443379636562,7.3037807481771,3.64846544302731
0.787348876055945,2.31527638701493,4.20711196120771,0.783917572603796
3.25187054870194,6.75221336786514,7.3819754785573,6.56498780095989
2.08406426478847,4.88117515534928,5.86888427302877,3.19849415363908
1.91188328940579,4.97819562968165,5.88947354253111,3.65191274464578
3.456149034648,4.06522762277562,5.6046644151637,1.90188056371866
4.5090623863619,5.33628338786443,6.77741971551583,2.61258840669872
2.93149396274918,6.42088657497553,6.62658515107332,4.88801258540283
3.53480866123175,3.77082904603249,4.95233356636969,1.63087138301258
3.48284828306847,6.166514610409,6.50239425611126,4.00539998774259
3.41778501880219,5.15825622881134,6.61779802590278,3.6915341649192
5.37573453858316,7.83794324189103,7.53993424517179,6.40956065498278
4.20084957463721,5.5909612413426,7.71973105674985,3.39066768555967
2.56242561196062,3.5197934862411,4.74092756031863,2.03843618165611
3.99186193055632,3.96993327469786,5.84724530714181,2.63621857887536
3.50589092972996,6.14098310487842,7.59021276140836,4.68313498512609
4.77346892790519,5.77636722957392,7.18784690943957,4.66562016406638
3.66562016406638,6.66817586897014,7.17891378466957,5.16631374788993
3.14714385719302,4.08576455377831,4.88459792099006,1.61823865559545
2.30830262097233,2.8261925362366,4.09423606984577,1.10768786931437
1.60264690850537,2.24792751344359,3.05727696507325,1.03843618165611
3.6915341649192,6.24260250592898,7.16188768237689,4.56803210477128
5.09971599916091,5.20945336562895,7.14873077917319,2.28776777797538
3.84899843040002,5.05137210172103,7.83099048124926,2.86789646399265
4.25927248703759,5.09803208296053,7.01457846492289,3.36064520246022
4.27351588970212,5.82959589917751,6.34624777408278,4.22727899446832
5.41481206056585,5.83567147948162,8.00562454919388,4.0408924306469
3.13651953255056,5.86220339905322,7.21042783040149,3.90785207184596
5.14730669878029,5.61941301059794,7.34074028063018,2.0408924306469
4.08491465976794,5.05874941233552,7.16289479937478,2.09254574154357
5.03782146543497,5.71808758396052,7.1548181090521,3.44081934706579
1.79160572470455,5.26115467261557,6.21315283533637,3.39588539483069
2.72443199575995,5.52387555132852,6.59559316974456,3.62527048937469
5.26228280642066,5.5933537709803,6.25398926623079,3.28347734193776
2.12366619645382,4.99457972421575,5.25247621413522,3.88655014732434
1.89452677025739,2.3928669162308,4.67412163263239,0.981414299599969
3.5197934862411,4.29278174922785,6.34819700307791,2.72224741775185
2.69577115780567,3.38901605968851,4.53231695933277,1.53953107147415
3.95791459863299,5.90520646879571,6.7045953476324,4.05571626351254
2.67987414774662,3.72246602447109,5.13298804262744,1.92029330021101
4.95698592461258,7.88080794836281,7.93487029119203,6.93310047493137
3.79597469420667,5.42794133250948,7.51806297565252,2.32624970083746
2.39094277280254,4.57349571549561,6.50016467949217,2.12167855658825
